InChIKey,Isomeric_SMILES
IMIXFUXOSFSXPC-UHFFFAOYSA-N,C1C(OC2=C(C(=CC(=C2C1=O)O)O)C3C(OC4=CC(=CC(=C4C3=O)O)O)C5=CC=C(C=C5)O)C6=CC(=C(C=C6)O)O
NCPWFIVLKCFWSP-ISTTXYCBSA-N,CCCC/C=C\C=C/CO
GTFARABJCNHOHO-UHFFFAOYSA-N,C1=CC=C(C=C1)COC(=O)C2=C(C=CC=C2OC3C(C(C(C(O3)CO)O)O)O)O
DIGNKQFJIIKEBA-UHFFFAOYSA-N,C1=CC(=CC(=C1)O)CCOC2C(C(C(C(O2)CO)O)O)O
XEYDWXMYBFXGFT-UHFFFAOYSA-N,C1=CC=C(C(=C1)CC(=O)O)OC2C(C(C(C(O2)CO)O)O)O
PRBPGFIPERGSFI-UHFFFAOYSA-N,C1=CC=C(C=C1)C(C(=O)O)OC2C(C(C(C(O2)CO)O)O)O
YCIAHAYEVBEGKT-UHFFFAOYSA-N,COC1=C2C=COC2=CC(=C1CCC(=O)OC)OC3C(C(C(C(O3)CO)O)O)O
YBGBNHHXOJXFNM-UHFFFAOYSA-N,CC(CCC(=O)O)C1CC(=O)C2(C1(CC(=O)C3=C2C(CC4C3(CCC(C4(C)C)O)C)O)C)C
UCPFCQBLYDXPTR-SOFGYWHQSA-N,CC/C(=C\C1=CC=CO1)/C=O
CSQVLCNLSUIXDX-UHFFFAOYSA-N,C1C(C(OC2=C1C(=CC(=C2C3C(C(OC4=C(C(=CC(=C34)O)O)C5C(C(OC6=CC(=CC(=C56)O)O)C7=CC(=C(C=C7)O)O)O)C8=CC(=C(C=C8)O)O)OC(=O)C9=CC(=C(C(=C9)O)O)O)O)O)C1=CC(=C(C=C1)O)O)OC(=O)C1=CC(=C(C(=C1)O)O)O
RIUMIKAUMHZQMP-AATRIKPKSA-N,CC(/C=C/C12C(CC(CC1(O2)C)O)(C)C)OC3C(C(C(C(O3)CO)O)O)O
KGTGZKSZLCTQNX-UHFFFAOYSA-N,CC12CC=CC3(C1C(C45C3CC(C(C4)(C(=C)C5)O)O)C(=O)O)OC2=O
MBFMXPAPAAZQQU-UHFFFAOYSA-N,CC1CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)C)OC6C(C(C(CO6)O)O)O)C)C)C2C1(C)O)C)C(=O)OC7C(C(C(C(O7)COC(=O)C8=CC(=C(C(=C8)O)O)O)O)O)O
UNARQANIGOBIHM-UHFFFAOYSA-N,CCOC(=O)C1=CCCN(C1)C
BYCHQEILESTMQU-XFXZXTDPSA-N,CCC(=O)OC/C=C(/C)\CCC=C(C)C
ZSBOMYJPSRFZAL-RAXLEYEMSA-N,CCCC(=O)OC/C=C(/C)\CCC=C(C)C
OGJYXQFXLSCKTP-LCYFTJDESA-N,CC(C)C(=O)OC/C=C(/C)\CCC=C(C)C
WEKCEGQSIIQPAQ-UHFFFAOYSA-N,COC1=CC(=CC(=C1O)OC)C2C3COC(C3CO2)C4=CC(=C(C(=C4)OC)OC5C(C(C(C(O5)CO)O)O)O)OC
LGTLDEUQCOJGFP-WAYWQWQTSA-N,CC/C=C\CCOC(=O)CC
JKKGTSUICJWEKB-SREVYHEPSA-N,CC/C=C\CCOC(=O)C(C)CC
AIQLNKITFBJPFO-WAYWQWQTSA-N,CC/C=C\CCOC(=O)CC(C)C
WAZKUHYKUCORDK-SUTBWYPISA-N,CCC/C=C/C(=O)OCC/C=C\CC
BHTBHJNGFQRAJI-UHFFFAOYSA-N,C1C(C(OC2=C1C(=C(C(=C2)O)Cl)O)C3=CC(=C(C=C3)O)O)O
XWFINABYEHNSEP-CGBKSYCJSA-N,CC1C/C=C\C(C/C=C(\CCC1=O)/C)(C)C
ZHCPVYWHSOILQL-CGBKSYCJSA-N,C/C/1=C/CC(/C=C\CC(=C)C(CC1)O)(C)C
CPNGMVOUDSBLOG-UHFFFAOYSA-N,CC1=CC2=C(C(=C1CCCl)C)C(=O)C(C2)(C)C
FQLXILLXEWJGFO-UHFFFAOYSA-N,CC1=CC2=C(C(=C1CCO)C)C(=O)C(C2)(C)O
JBWRHBJFAVSAMJ-UHFFFAOYSA-N,CC(C)C1=C(C2=C(C(=C1)C=O)C3(CCCC(C3C=O)(C)C)C(=O)O2)O
JWSAYTXQWHOMHU-UHFFFAOYSA-N,COC1=C(C2=C(CC3C4=C2C(=C(C=C4CCN3C(=O)OC)OC)OC)C=C1)O
WPIJGCCJUFCJAE-UHFFFAOYSA-N,COC1=CC(=C2C(=C1)OC(=C(C2=O)OC3C(C(C(C(O3)CO)O)O)OC4C(C(C(C(O4)CO)O)O)O)C5=CC(=C(C=C5)O)OC)O
AWOGQCSIVCQXBT-UHFFFAOYSA-N,COC1=C(C=C(C=C1)C2C3COC(C3CO2)C4=CC5=C(C=C4)OCO5)OC
PVLHOJXLNBFHDX-UHFFFAOYSA-N,CC1(CCCC(O1)(C)C2CCC3(C2C(CC4C3(CCC5C4(CCC(C5(C)C)O)C)C)O)C)C
QFJUYMMIBFBOJY-UHFFFAOYSA-N,CC1(CCCC(O1)(C)C2CCC3(C2C(CC4C3(CC(C5C4(CCC(C5(C)C)O)C)O)C)O)C)C
RDWUNORUTVEHJF-UHFFFAOYSA-N,CC1(C2CCC1(C(C2)OC=O)C)C
FAFMZORPAAGQFV-UHFFFAOYSA-N,CCC(=O)OC1CC2CCC1(C2(C)C)C
MPYYVGIJHREDBO-SLEUVZQESA-N,CC(C)CC(=O)O[C@H]1C[C@@H]2CC[C@]1(C2(C)C)C
SKBXVAOMEVOTGJ-UHFFFAOYSA-N,CC1=CCC2CC1OC2(C)C
CJRKEDMYNFITCQ-MUGBGTHKSA-N,C[C@@]12CCC[C@]([C@H]1[C@H]3[C@H](C3(C)C)CC2)(C)O
FJKKZNIYYVEYOL-UHFFFAOYSA-N,CC(C1CCC(O1)(C)C=C)C(=O)CC=C(C)C
LBNWZGLSMCTAQB-UHFFFAOYSA-N,CC1CCC2=C(C(=O)OC2(C1)O)C
UAGFAMQTBLSQSU-UHFFFAOYSA-N,CC(=CCCC1=CSC=C1)C
MGIXHQSSTZKVOO-UHFFFAOYSA-N,CC(=CCC(=O)C1=COC=C1)C
CNYFGLAROLNGDG-UHFFFAOYSA-N,CC(C)(C(CCC(C)(C=C)O)O)O
LRDZCBICVMXPBB-UHFFFAOYSA-N,CC1=CCC(CC1)C(=C)CC(=O)C=C(C)C
PFIXJSCFTAVWBW-UHFFFAOYSA-N,CC1=C2C(=O)C3=C(CC2(C(CC1)O)C)OC=C3C
YMIHAYABXZORPU-UHFFFAOYSA-N,CC(C)C1CCC(C(=C(C)C)C1=O)(C)C=C
FKWGCEDRLNNZOZ-UHFFFAOYSA-N,CC1=C(C=C(C=C1)C(C)CCC=C(C)C)O
LCFUTECDUKUAFQ-UHFFFAOYSA-N,CC(CCC(=O)O)C1CC(=O)C2(C1(C(=O)C(=O)C3=C2C(=O)CC4C3(CCC(=O)C4(C)C)C)C)C
WJQUHMZHLUTNPJ-UHFFFAOYSA-N,CC1CCC2=C1CC(=C(C)C)C(=O)CC2C
XNIJPPBKASPAIZ-UHFFFAOYSA-N,COC(=O)C(C1CCC2=C1C(OC2)O)C(=O)O
FNMDHMSGEIODFP-UHFFFAOYSA-N,CC(C)C1=CCC(C2CCC(C2C1)(C)O)(C)O
LYFRYUAWUBLCKH-UHFFFAOYSA-N,CC1CCCC2C1(C=C(C(=O)C2)C(C)(C)O)C
GPXJKVFRKZAYCC-UHFFFAOYSA-N,CC1CCC(=C(C1=O)CCC(=C)C)C(C)C
HICAMHOOTMOHPA-UHFFFAOYSA-N,CC1=COC2=C1CC(C(C2)(C)C=C)C(=C)C
JEVOHZHOHSNOGF-UHFFFAOYSA-N,CC(=O)C1CC(C2(C1(CC(=O)C3=C2C(CC4C3(CCC(C4(C)C)O)C)O)C)C)O
ZYPFSBYGJYBBBK-GLEICTKYSA-N,C[C@@]12CCC3[C@]([C@@]14[C@H](O4)C(=O)O[C@H]2C5=COC=C5)(C(=O)CC6[C@]37C=CC(=O)O[C@H]7OC6(C)C)C
QKHXGZXWZRQICQ-UHFFFAOYSA-N,CC1C(C2=C(C1=O)C(=C(C(=C2)C)CCCl)C)O
KTPOZFYJWLGJGH-UHFFFAOYSA-N,CC1=CC(=O)C2C3C1C2(CCCC3(C)C)C
ZIOCYJNRYIRTQD-ZETOZRRWSA-N,C[C@@H]1CC[C@](CC1=O)([C@@H](C)CC(=O)O)C(=O)C(C)C
CCXXIROIENJKKR-UHFFFAOYSA-N,C1=CC=C(C=C1)C(=O)C2=C(C=C(C=C2OC3C(C(C(C(O3)CO)O)O)O)O)O
BKBYHSYZKIAJDA-UHFFFAOYSA-N,CC12CC(CC3(C1C(C45C3CCC(C4)(C(=C)C5)O)C(=O)O)OC2=O)O
RQNXAFVREOYDNA-UHFFFAOYSA-N,COC1=CC(=CC(=C1OC)C2=C(C=C(C3=C2OC(=CC3=O)C4=CC=C(C=C4)O)O)O)C5=CC(=O)C6=C(C=C(C=C6O5)O)O
HZHXMXSXYQCAIG-UHFFFAOYSA-N,CC(=CCC1=C(C=CC(=C1O)C2CC3=C(C4=C(C=C3)OC(C=C4)(C)C)OC2)O)C
YHPOLTFUARNADB-UHFFFAOYSA-N,CC1CCC(=O)C2C1(CC(CC2)C(=C)C)C
QRMPRVXWPCLVNI-UHFFFAOYSA-N,CC1CCC2C13CC(C(O3)(CC2=C)O)C(C)C
FFYPJOJFUJFYAT-AATRIKPKSA-N,CC1=CC(=O)CC(C1/C=C/C(C)OC2C(C(C(C(O2)COC3C(C(C(CO3)O)O)O)O)O)O)(C)C
AFWVBXLXFDAISA-VOTSOKGWSA-N,CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OC(C)/C=C/C3C(=CC(=O)CC3(C)C)C)O)O)O)O)O)O
QSLYECSTHSYXDL-UHFFFAOYSA-N,CCCCCCCC(C(CC#CC#CC(C=C)O)O)OC
RVFWPTBBKKTQCR-UHFFFAOYSA-N,CCCCCCCCCCCCC(C1CCC(O1)C(CCCCC(=O)CCCCCCCC2=CC(OC2=O)C)O)O
CYGPPWVXOWCHJB-UHFFFAOYSA-N,CCC(C)COC(=O)CC(C)C
KEBDNKNVCHQIJU-UHFFFAOYSA-N,CC(C)CC(=O)OCC(C)C
RECLDAGWBWVMCW-XCVCLJGOSA-N,C1=CC(=CC=C1/C=C/C(=O)OCC2C(C(C(C(O2)OC3C(C(C(OC3C4=C(C5=C(C=C4O)OC(=CC5=O)C6=CC=C(C=C6)O)O)CO)O)O)O)O)O)O
QYVCMCHTBHFWCZ-XCVCLJGOSA-N,C1=CC(=CC=C1/C=C/C(=O)OCC2C(C(C(C(O2)OC3C(C(C(OC3C4=C(C5=C(C=C4O)OC(=CC5=O)C6=CC=C(C=C6)OC7C(C(C(C(O7)CO)O)O)O)O)CO)O)O)O)O)O)O
NKQNBGQKLCZRCJ-YCRREMRBSA-N,COC1=C(C=CC(=C1)/C=C/C(=O)OCC2C(C(C(C(O2)OC3C(C(C(OC3C4=C(C5=C(C=C4O)OC(=CC5=O)C6=CC=C(C=C6)OC7C(C(C(C(O7)CO)O)O)O)O)CO)O)O)O)O)O)O
YTHRBOFHFYZBRJ-UHFFFAOYSA-N,CC1=CCC(CC1OC(=O)C)C(=C)C
SKQYTJLYRIFFCO-UHFFFAOYSA-N,CCCCCCCCCC1CCCC(=O)O1
ZEMPKEQAKRGZGQ-YAFIDQONSA-N,CCCCCCC(O)C/C=C\CCCCCCCC(=O)OCC(OC(=O)CCCCCCC/C=C/CC(O)CCCCCC)COC(=O)CCCCCCC/C=C\CC(O)CCCCCC
IQPSCJJRYFMIOC-VVFZLFBHSA-N,CC(=O)O[C@H]1CC[C@]2(C(C1(C)C)CCC3=C2CC[C@@]4([C@@]3(CC[C@@]5([C@H]4CC(CC5)(C)C)C)C)C)C
UVFOCYGYACXLAY-UQYXHCMHSA-N,CC[C@H](CC[C@@H](C)C1CCC2[C@@]1(CCC3C2CC(=O)C4=CC(=O)CC[C@]34C)C)C(C)C
VPWIBNQGHJUEJI-UHFFFAOYSA-O,C1=CC(=C(C=C1/C=C/C(=O)OCC2C(C(C(C(O2)OC3=C([O+]=C4C=C(C=C(C4=C3)OC5C(C(C(C(O5)CO)O)O)O)O)C6=CC(=C(C=C6)O)O)O)O)O)O)O
CSNMEDJMOXSNRZ-UHFFFAOYSA-O,C1=CC(=C(C=C1C2=[O+]C3=CC(=CC(=C3C=C2O)O)O)O)OC4C(C(C(C(O4)CO)O)O)O
YUUVWWMPUDXXPV-UHFFFAOYSA-O,C1=C(C=C(C(=C1O)O)O)C2=C(C=C3C(=CC(=CC3=[O+]2)O)OC4C(C(C(C(O4)COC(=O)CC(=O)O)O)O)O)OC5C(C(C(C(O5)COC(=O)CC(=O)O)O)O)O
AAUWBAWSKVOBFL-UHFFFAOYSA-N,CCCCCCC1C(=O)C=C(O1)C
WKDIZCSRKTURDM-UHFFFAOYSA-N,CC12CC=CC3(C1C(C45C3CCC(C4)C(=C)C5)C(=O)O)OC2=O
IPHNMKITOREFLW-UHFFFAOYSA-N,CC12CCCC3(C1C(C45C3CC(C(C4)C(=C)C5)O)C(=O)O)OC2=O
RAXXBLUAHMNNDW-UHFFFAOYSA-N,CC12CC=CC3(C1C(C45C3CC(C(C4)C(=C)C5)O)C(=O)O)OC2=O
WTSNEXSNFSFTFK-UHFFFAOYSA-N,CC(=CCCC(C)(C1CCC2(C1C(CC3C2(CC(C4C3(CCC(C4(C)C)O)C)OC5C(C(C(C(O5)CO)O)O)O)C)O)C)OC)C
HUSBLOAZNQURFJ-UHFFFAOYSA-N,CC1C(C(C(C(O1)OC(C)(C)C2CCC3(CCCC(C3C2)(C)O)C)O)O)O
TXWFEKCXGJREKU-UHFFFAOYSA-N,CC1CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)C)OC6C(C(C(CO6)O)O)O)C)C)C2C1=C)C)C(=O)OC7C(C(C(C(O7)CO)O)O)O
OQZGLOBKVNEEPK-UHFFFAOYSA-N,CC1C(C(C(C(O1)OC2CCC3(C(C2)CCC4C3CCC5(C4(CCC5C6=CC(=O)OC6)O)C)C)O)O)OC7C(C(C(C(O7)CO)O)O)O
LOYUSEWSBJOCNL-GXDHUFHOSA-N,CC1CCC2(CCC3(C(=CCC4C3(CCC5C4(CC(C(C5(C)C)OC(=O)/C=C/C6=CC(=C(C=C6)O)OC)O)C)C)C2C1C)C)C(=O)O
RCFGRZLLBGMERD-SDQBBNPISA-N,C/C(=C/CCC1(C2CCC(C2)C1=C)C)/COC(=O)C
XJWZDXFFNOMMTD-UHFFFAOYSA-N,CC(C)C1=CCC(CC1)(C)O
JHJCHCSUEGPIGE-LBPRGKRZSA-N,CC1=CCCC([C@H]1CCC(=O)C)(C)C
FMSINIOOEFEVRZ-FPYGCLRLSA-N,C1=CC(=CC=C1/C=C/C(=O)OCC2C(C(C(C(O2)OC3C(C(C(OC3OC4C(C(C(OC4OC5=C(OC6=CC(=CC(=C6C5=O)O)O)C7=CC(=C(C=C7)O)O)CO)O)O)CO)O)O)O)O)O)O
VXOZCESVZIRHCJ-BQYQJAHWSA-N,CC(C)C(C)/C=C/C(C)C1CCC2C1(CCC3C24C=CC5(C3(CCC(C5)O)C)OO4)C
YOVYWMDLYSJYPO-UHFFFAOYSA-N,C1C(C(OC2=CC(=CC(=C21)O)O)C3=CC(=C(C=C3)O)O)OC4C(C(C(C(O4)CO)O)O)O
ZESJTWVSXGZYTD-UHFFFAOYSA-N,C1C(C(OC2=C1C(=CC(=C2)O)OC3C(C(C(C(O3)CO)O)O)O)C4=CC(=C(C=C4)O)O)O
CKJZKFPVVUQBMB-BQYQJAHWSA-N,CC(C)C(C)/C=C/C(C)C1CCC2C1(CCC3C24C=CC5(C3(CCC(C5)OC6C(C(C(C(O6)CO)O)O)O)C)OO4)C
CSCMWYBIYIPMJK-FPYGCLRLSA-N,C1=CC(=CC=C1/C=C/C(=O)OCC2C(C(C(C(O2)OC3C(C(C(OC3OC4C(C(C(OC4OC5=C(OC6=CC(=CC(=C6C5=O)O)OC7C(C(C(C(O7)CO)O)O)O)C8=CC(=C(C=C8)O)O)CO)O)O)CO)O)O)O)O)O)O
BXWABJPTCUDBMM-UHFFFAOYSA-N,C1C(C(OC2=C1C(=CC(=C2C3C(C(OC4=CC(=CC(=C34)O)O)C5=CC(=C(C=C5)O)O)OC(=O)C6=CC(=C(C(=C6)O)O)O)O)O)C7=CC(=C(C=C7)O)O)O
VLFKNLZNDSEVBZ-UHFFFAOYSA-N,C1C(C(OC2=C1C(=CC(=C2C3C(C(OC4=CC(=CC(=C34)O)O)C5=CC(=C(C=C5)O)O)O)O)O)C6=CC(=C(C=C6)O)O)OC(=O)C7=CC(=C(C(=C7)O)O)O
KTLUHRSHFRODPS-RIQPQZJCSA-N,C1[C@H]([C@H](OC2=C1C(=CC(=C2[C@@H]3[C@H]([C@H](OC4=CC(=CC(=C34)O)O)C5=CC(=C(C=C5)O)O)OC(=O)C6=CC(=C(C(=C6)O)O)O)O)O)C7=CC(=C(C=C7)O)O)OC(=O)C8=CC(=C(C(=C8)O)O)O
USWXMMRFOWNEOR-UHFFFAOYSA-O,CC1C(C(C(C(O1)OC2=CC3=C(C=C(C=C3[O+]=C2C4=CC(=C(C=C4)O)O)O)O)O)O)O
GCGPCEUHJCFZIV-DRQOBSTJSA-N,C[C@@H]1CC[C@@]2(CC[C@@]3(C(=CCC4[C@]3(CCC5[C@@]4(CC[C@@H](C5(C)C)O[C@H]6[C@@H]([C@H]([C@H](CO6)O)O)O)C)C)C2=C1C)C)C(=O)O
AJLARCXOASFHQQ-UHFFFAOYSA-N,CC1(CCC2(C(C1)C3=CCC4C5(CCC(C(C5CCC4(C3(CC2O)C)C)(C)C)OC6C(C(C(C(O6)C(=O)O)O)O)O)C)C(=O)O)C
TUXXPRXOVFCNPC-UHFFFAOYSA-N,CC(=CCC1=CC2=C(C=C1O)OCC3(C2OC4=C3C=CC(=C4)O)O)C
FYBMGZSDYDNBFX-UHFFFAOYSA-N,CC1C(C(C(C(O1)OC2C(C(C(OC2OC3=C(OC4=CC(=CC(=C4C3=O)O)O)C5=CC(=C(C=C5)O)O)CO)O)O)O)O)O
MUZNNCNJBAPYJF-UHFFFAOYSA-N,CC(=O)OC(CC(=O)O)C1(C2CCC(C3(C2(C(=O)CC1C(C)(C)O)C)C(O3)C(=O)O)(C)C(C4=COC=C4)OC5C(C(C(C(O5)CO)O)O)O)C
JVABUELIHJXLKP-RGVLZGJSSA-N,CC(CC/C=C(\C)/C(=O)O)C1CC(C2(C1(CC=C3C2=CCC4C3(CCC(=O)C4(C)C)C)C)C)OC(=O)C
BWHXOOBBSCGLBC-UHFFFAOYSA-N,CC1CC2=CC(=C3CC(C(OC3=C2C(=O)O1)(C)C)O)OC
SQJBJGSQYVYNPM-UHFFFAOYSA-N,CC(CCC=C(CO)CO)C1CC(C2(C1(CCC3=C2C(CC4C3(CCC(=O)C4(C)C)C)OC)C)C)O
SFOQBXHAGFVBPZ-UHFFFAOYSA-N,CC(CCC=C(CO)CO)C1CCC2(C1(CCC3=C2C(=O)CC4C3(CCC(C4(C)C)O)C)C)C
YOMOWVJLKFVSNZ-UHFFFAOYSA-N,CC(CCC(C(C)(CO)O)O)C1CCC2(C1(CCC3=C2C(CC4C3(CCC(=O)C4(C)C)C)OC)C)C
NBPAZLNDCXUMSM-UHFFFAOYSA-N,CCOC1CC2C(C(=O)CCC2(C3=C1C4(CCC(C4(CC3)C)C(C)CCC(C(C)(CO)O)O)C)C)(C)C
NAETYGPWGSNZTO-UHFFFAOYSA-N,CC(CCC(C(C)(CO)O)O)C1CCC2(C1(CCC3=C2C(=O)CC4C3(CCC(=O)C4(C)C)C)C)C
TVLLLIMEZXBDHC-UHFFFAOYSA-N,CC(CCC(C(C)(CO)O)O)C1CCC2(C1(CCC3=C2C(=O)CC4C3(CCC(C4(C)C)O)C)C)C
GLXIOXNPORODGG-UHFFFAOYSA-N,CC1COC=C1
QYPQTPVQPNLXHV-UHFFFAOYSA-N,CN1C2=C(C=CC=C2O)C(=O)C3=C1C(=C(C(=C3O)OC)OC)OC
QHLKSZBFIJJREC-UHFFFAOYSA-N,CC1C(C(C(C(O1)OC2C(C(C(OC2OC3=C(OC4=CC(=CC(=C4C3=O)O)O)C5=CC(=C(C=C5)O)OC)CO)O)O)O)O)O
LFYBJVLJNNOYNG-HULFFUFUSA-N,CC#CC#CC/C=C/C=C/C(=O)NCC(C)C
VKRBJLSSQUIOHL-UHFFFAOYSA-N,CCNC1=CC=CC=C1C(=O)OCC
RGACABDFLVLVCT-HJWRWDBZSA-N,CC(C)OC(=O)/C=C\C1=CC=CC=C1
IQZUZPKOFSOVET-HJWRWDBZSA-N,CC(C)COC(=O)/C=C\C1=CC=CC=C1
SFXQCOMMEMBETJ-GHXNOFRVSA-N,C1=CC=C(C=C1)CC(=O)OC/C=C\C2=CC=CC=C2
ASETYIALRXDVDF-UHFFFAOYSA-N,CCCCCCCC(=O)OCCC1=CC=CC=C1
LJCUOMZSVKPSBW-UHFFFAOYSA-N,CC1CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)CO)OC6C(C(C(CO6)O)O)O)C)C)C2C1=C)C)C(=O)OC7C(C(C(C(O7)CO)O)O)O
WIONCQLWGYLTME-UHFFFAOYSA-N,CCCCCCCC1C(O1)CC#CC#CC(=O)C=C
OBAZBWUNTJYECH-UHFFFAOYSA-N,C1C(C(OC2=C1C(=CC(=C2C3C(C(OC4=CC(=CC(=C34)O)O)C5=CC(=C(C(=C5)O)O)O)OC(=O)C6=CC(=C(C(=C6)O)O)O)O)O)C7=CC(=C(C(=C7)O)O)O)OC(=O)C8=CC(=C(C(=C8)O)O)O
ZYDDITZPGFXQSD-UHFFFAOYSA-N,C1C(C(OC2=C1C(=CC(=C2C3C(C(OC4=CC(=CC(=C34)O)O)C5=CC(=C(C(=C5)O)O)O)O)O)O)C6=CC(=C(C=C6)O)O)O
RTEDIEITOBJPNI-UHFFFAOYSA-N,C1C(C(OC2=C1C(=CC(=C2C3C(C(OC4=CC(=CC(=C34)O)O)C5=CC(=C(C(=C5)O)O)O)O)O)O)C6=CC(=C(C(=C6)O)O)O)O
ZYDDITZPGFXQSD-QKFRQTJPSA-N,C1[C@H]([C@H](OC2=C1C(=CC(=C2[C@H]3[C@@H]([C@H](OC4=CC(=CC(=C34)O)O)C5=CC(=C(C(=C5)O)O)O)O)O)O)C6=CC(=C(C=C6)O)O)O
GPBSBBVDERLESN-QZFRTWIZSA-N,C1=CC(=CC=C1C2=C(C(=O)C3=C(O2)C4=C(C=C3O)O[C@@]5([C@H]([C@H]4C6=C(C=C(C=C6O5)O)O)O)C7=CC=C(C=C7)O)O)O
NSEWTSAADLNHNH-JXCVSLFXSA-N,C1[C@H]([C@H](OC2=C1C(=CC3=C2[C@H]4[C@@H]([C@@](O3)(OC5=CC(=CC(=C45)O)O)C6=CC(=C(C=C6)O)O)O)O)C7=CC(=C(C=C7)O)O)O
QRFZGLTZLZZHCM-UHFFFAOYSA-N,C1C(C(OC2=C1C(=CC(=C2C3C(C(OC4=C3C(=CC(=C4C5C(C(OC6=C(C(=CC(=C56)O)O)C7C(C(OC8=C(C(=CC(=C78)O)O)C9C(C(OC1=CC(=CC(=C91)O)O)C1=CC(=C(C=C1)O)O)O)C1=CC(=C(C=C1)O)O)O)C1=CC(=C(C=C1)O)O)O)O)O)C1=CC(=C(C=C1)O)O)O)O)O)C1=CC(=C(C=C1)O)O)O
VFVVDFLDUBZQGX-UHFFFAOYSA-N,C1C(C(OC2=C1C(=CC(=C2C3C(C(OC4=C3C(=CC5=C4C6C(C(O5)(OC7=C6C(=C(C(=C7)O)C8C(C(OC9=CC(=CC(=C89)O)O)C1=CC(=C(C=C1)O)O)O)O)C1=CC(=C(C=C1)O)O)O)O)C1=CC(=C(C=C1)O)O)O)O)O)C1=CC(=C(C=C1)O)O)O
ODHOTFAKXJWQIS-UHFFFAOYSA-N,C1C(C(OC2=C1C(=CC(=C2C3C(C(OC4=C3C(=CC5=C4C6C(C(O5)(OC7=C(C(=CC(=C67)O)O)C8C(C(OC9=C(C(=CC(=C89)O)O)C1C(C(OC2=CC(=CC(=C12)O)O)C1=CC(=C(C=C1)O)O)O)C1=CC(=C(C=C1)O)O)O)C1=CC(=C(C=C1)O)O)O)O)C1=CC(=C(C=C1)O)O)O)O)O)C1=CC(=C(C=C1)O)O)O
COUDKMJLVVETJL-UHFFFAOYSA-N,CC1=C(C(C=C(C1=O)O)(C)C)C=O
XRBLVCACUHPHDE-ZDLGFXPLSA-N,CC(CC/C=C(/C)\C(=O)O)C1CC(C2(C1(CC(=O)C3=C2CCC4C3(CCC(=O)C4(C)C)C)C)C)O
OSIFVLKZUWRNBN-UHFFFAOYSA-N,CC1=C(C=C(C=C1)C(C)CC(=O)C=C(C)C)O
XIMQDJNNBMWDIH-UHFFFAOYSA-N,CC(CCC(=O)O)C1CC(=O)C2(C1(C(C(=O)C3=C2C(CC4C3(CCC(C4(C)C)O)C)O)O)C)C
GYRDSOABOBCYST-UHFFFAOYSA-N,CC(CCC(=O)O)C1CC(=O)C2(C1(C(C(=O)C3=C2C(CC4C3(CCC(=O)C4(C)C)C)O)O)C)C
INIPQDKLXQHEAJ-UHFFFAOYSA-N,CC(CCC(=O)O)C1CC(=O)C2(C1(CC(=O)C3=C2C(CC4C3(CCC(=O)C4(C)C)C)O)C)C
AAYIYWGTGAUKQY-AATRIKPKSA-N,CCC/C=C/CCOC(=O)C
XDEGQMQKHFPBEW-YVMONPNESA-N,C/C=C(/C)\C(=O)OCC(C)C
QMLYOIJQQWWNKE-UHFFFAOYSA-N,CCCCCOC(C)OCC
YJYLJPSYBMNHTG-UHFFFAOYSA-N,CCCCCCOC(C)OCC
FPCQVGOUFYTXFX-UHFFFAOYSA-N,CC1=C2CC(CCC2(C=CC1=O)C)C(=C)C(=O)O
BXRGGUXPWTWACZ-UHFFFAOYSA-N,CC1C2CCC3(CCC(=O)C(C3C2OC1=O)C)C
WYIJOOQDLOBLCP-UHFFFAOYSA-N,CC1=CC(=C(C=C1)C(C)CC(=O)C=C(C)C)O
ACRIYYKEWCXQOS-UHFFFAOYSA-N,C1C(C(C(C(O1)OC2C(C(C(OC2C3=C(C4=C(C=C3O)OC(=CC4=O)C5=CC=C(C=C5)O)O)CO)O)O)O)O)O
PLORCKNHUZJPKH-XCVCLJGOSA-N,C1C(OC2=CC(=CC(=C2C1=O)O)OC3C(C(C(C(O3)COC(=O)/C=C/C4=CC=C(C=C4)O)O)O)O)C5=CC=C(C=C5)O
UEXOPXIMQJMWKA-UHFFFAOYSA-N,CC(=CCC1=C2CCC3=CC(=C(C=C3C2=C(C=C1O)O)O)O)C
YJJXCOSDPIJFJR-UHFFFAOYSA-N,CC(=CCC1=C2CCC3=CC(=C(C=C3C2=C(C(=C1O)CC=C(C)C)O)O)O)C
JEZFFKVMFCDTRK-UHFFFAOYSA-N,CC1(C2CCC34CC(CCC3C2(C(OC1=O)O)C)C5(C4O5)C)C
JWYULKXTGMJKKM-UHFFFAOYSA-N,COC1=C(C=CC(=C1)C2C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O
SVPNMFZMHPLGRR-UHFFFAOYSA-N,COC1=C(C=C(C=C1)C2C(C(=O)C3=C(C=C(C=C3O2)OC)O)O)O
LZLGHWHSUZVUFZ-HZPDHXFCSA-N,COC1=CC(=C2C(=C1)O[C@@H]([C@@H](C2=O)O)C3=CC=C(C=C3)O)O
ASKJTZIKSPCIKT-UHFFFAOYSA-N,CC(CC1=C(COC1=O)CO)C2=CCC(C2)(C)C
